Programa,Año aprobación,Sector económico,Tipo de persona beneficiada,País procedencia emprendimiento,Region procedencia emprendimiento,Región,Monto financiamiento aprobado,Número de integrantes,Género del integrante 1 del equipo,Nacionalidad integrante 1 del equipo,Rol integrante 1,Área educación superior integrante 1,Experiencia laboral integrante 1,Emprendimientos previos del integrante 1,Género del integrante 2 del equipo,Nacionalidad integrante 2 del equipo,Rol integrante 2,Área educación superior integrante 2,Experiencia laboral integrante 2,Emprendimientos previos del integrante 2,Género del integrante 3 del equipo,Nacionalidad integrante 3 del equipo,Rol integrante 3,Área educación superior integrante 3,Experiencia laboral integrante 3,Emprendimientos previos del integrante 3,Incorporado,Alcance del proyecto,País inicial de ejecución,Tipo de producto,Grado de innovación,Tipo de clientes,Canal adquisición nuevos clientes y/o usuarios,Canal adquisición ... - A través de entidades que reúnen a clientes potenciales,Canal adquisición ... - Eventos y/o participación en ferias,Canal adquisición ... - Marketing de contenidos,Canal adquisición ... - Publicidad online pagada,Canal adquisición ... - Redes sociales,Canal adquisición ... - Otros,Canales de venta existentes,Canales de venta ... - Venta directa (Vendedores),Canales de venta ... - Venta por internet,Canales de venta ... - Distribuidores,Canales de venta ... - Canales de empresa madre (Filial),Canales de venta ... - Representante de ventas,Canales de venta ... - Oficinas comerciales propias,Canales de venta ... - Otro,Mentor o consultor,Protección del producto o servicio a través de la obtención de patentes,Etapa de desarrollo del proyecto,Emprendimiento operativo 2015,Emprendimiento operativo 2016,Año cese de actividades 2016,Emprendimiento operativo 2017,Año cese de actividades 2017,Razón del cese de operaciones 2017,Razón el emprendimiento cerró 2017,Emprendimiento operativo 2018,Año cese de actividades 2018,Razón del cese de operaciones 2018,Razón el emprendimiento cerró 2018,El emprendimiento fue vendido o fusionado 2017,Año en que fue vendido o fusionado el emprendimiento 2017,El emprendimiento fue vendido o fusionado 2018,Año en que fue vendido o fusionado el emprendimiento 2018,Ventas nacionales por tramos 2015,Ventas nacionales por tramos 2016,Ventas nacionales por tramos 2017,Ventas nacionales acumuladas por tramos hasta 2015,Ventas nacionales acumuladas por tramos hasta 2016,Ventas nacionales acumuladas por tramos hasta 2017,Exportaciones por tramos 2015,Exportaciones acumuladas por tramos hasta 2015,Ventas extranjero por tramos 2016,Ventas extranjero por tramos 2017,Ventas acumuladas extranjero por tramos hasta 2016,Ventas acumuladas extranjero por tramos hasta 2017,Capital privado nacional por tramos hasta 2015,Capital privado nacional por tramos hasta 2016,Capital privado nacional por tramos hasta 2017,Capital privado extranjero por tramos hasta 2015,Capital privado extranjero por tramos hasta 2016,Capital privado extranjero por tramos hasta 2017,Empleados por tramos 2015,Empleados por tramos 2016,Empleados part time por tramos 2016,Empleados por tramos 2017,Empleados por tramos 2018,Empleados part time por tramos 2017,Empleados part time por tramos 2018,Continentes donde vende 2017,Continentes donde vende 2018,Países donde venden 2017,Número de países donde vende 2017,Países donde venden 2018,Número de países donde vende 2018,Sobrevivencia 2017,Sobrevivencia 2018
Capital Semilla,2014,Comercio,Persona natural,Chile,Región Metropolitana,Región Metropolitana,25000000,3,Hombre,Chile,Financiero,Ciencias exactas y naturales,,,Hombre,,Comercial,Administración y comercio,,,Mujer,,Operacional,Arte y arquitectura,,,,Latinoamérica,,Servicio,,Personas,Eventos y/o participación en ferias,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,,,,,,,,Sí,,Trabajando en el desarrollo del prototipo,,Sí,,,,,,,,,,,,,,$5.000.001 - $20.000.000,,,$5.000.001 - $20.000.000,,,$1 - $5.000.000,$1 - $5.000.000,,,,,$50.000.001 - $100.000.000,,,0,,,,4-10,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2014,Educación,Persona natural,Chile,Región Metropolitana,Región Metropolitana,25000000,3,Mujer,Chile,Comercial,Ciencias sociales,15,1,Mujer,Chile,Operacional,Ciencias sociales,,,Hombre,,Técnico,Tecnología,,,,Global,,Servicio,Innovación nacional,Empresas/institución,"A través de entidades que reúnen a clientes potenciales,Eventos y/o participación en ferias",Seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,,,,,,,,Sí,El producto o servicio no es patentable,Vendiendo,,Sí,,,,,,,,,,,,,,$5.000.001 - $20.000.000,$20.000.001 - $50.000.000,$100.000.001 - $150.000.000,$5.000.001 - $20.000.000,,,$1 - $5.000.000,$1 - $5.000.000,,,,,1-$50.000.000,,,0,,,,1-3,,,,,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2014,Informática y tecnologías de la información,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,25000000,3,Hombre,Argentina,Financiero,Administración y comercio,,,Hombre,,Técnico,Tecnología,,,Hombre,,Técnico,Tecnología,,,,Latinoamérica,,Software,,Ambos,A través de entidades que reúnen a clientes potenciales,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,,,,,,,,Sí,El producto o servicio tiene patente en trámite,Producto funcional con usuarios,,Sí,,No,2016,,,,,,,No,,,,0,0,0,0,0,,$5.000.001 - $20.000.000,$5.000.001 - $20.000.000,0,,$1 - $5.000.000,,0,0,,,0,,,0,,,,,,,,,0,,0,No,No
Capital Semilla,2014,Informática y tecnologías de la información,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,24934410,2,Hombre,Argentina,Financiero,Tecnología,,3,Hombre,,Comercial,Tecnología,,,,,,,,,,,,Servicio,,Empresas/institución,"Eventos y/o participación en ferias,Publicidad online pagada",No seleccionado,Seleccionado,No seleccionado,Seleccionado,No seleccionado,No seleccionado,,,,,,,,,No,El producto o servicio no es patentable,Vendiendo,,,,,,,,,,,,,,,,,$150.000.001 - $300.000.000,$300.000.001 - $500.000.000,,,,,,,,,,,,,,,,,,,,,,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2014,Publicidad e industrias creativas,Persona natural,Chile,Región de Arica y Parinacota,Región de Arica y Parinacota,24991250,2,Mujer,Chile,Operacional,,,,Mujer,,Financiero,Administración y comercio,,,,,,,,,,,,Producto físico,,Empresas/institución,"A través de entidades que reúnen a clientes potenciales,Redes sociales",Seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,No seleccionado,,,,,,,,,Sí,,Trabajando en el desarrollo del prototipo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2014,Publicidad e industrias creativas,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,24980000,3,Hombre,Chile,Operacional,Arte y arquitectura,,,Hombre,,Financiero,Arte y arquitectura,,,Hombre,,Técnico,Humanidades,,,,Global,,Servicio,Integración de tecnología,Empresas/institución,"A través de entidades que reúnen a clientes potenciales,Eventos y/o participación en ferias",Seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Venta directa (Vendedores),Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Sí,,Vendiendo,,Sí,,,,,,Sí,,,,,,No,,$300.000.001 - $500.000.000,$20.000.001 - $50.000.000,$20.000.001 - $50.000.000,$300.000.001 - $500.000.000,,$150.000.001 - $300.000.000,$5.000.001 - $20.000.000,$20.000.001 - $50.000.000,,$5.000.001 - $20.000.000,,$20.000.001 - $50.000.000,0,,0,0,,0,,4-10,,,1-3,,1-3,Latinoamérica,"Latinoamérica, Europa, Norteamérica",Chile,1,"Chile,Estados Unidos de América,Francia",3,Sí,Sí
Capital Semilla,2014,Informática y tecnologías de la información,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,18750000,2,Hombre,Chile,Técnico,Ciencias exactas y naturales,,,Hombre,,Operacional,Tecnología,,,,,,,,,,,,Software,,Personas,A través de entidades que reúnen a clientes potenciales,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,,,,,,,,Sí,El producto o servicio es patentable pero no se ha ingresado la solicitud,Producto funcional con usuarios,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Capital Semilla,2014,"Transporte, construcción, infraestructura y energía",Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,25000000,3,Hombre,Chile,Comercial,Ciencias exactas y naturales,,,Hombre,,Comercial,Derecho,,,Hombre,,Operacional,Administración y comercio,,,,,,Servicio,,Ambos,"A través de entidades que reúnen a clientes potenciales,Publicidad online pagada",Seleccionado,No seleccionado,No seleccionado,Seleccionado,No seleccionado,No seleccionado,,,,,,,,,No,El producto o servicio no es patentable,Producto funcional con usuarios,Sí,,,,,,,,,,,,,,,$1 - $5.000.000,,,$1 - $5.000.000,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2014,Educación,Persona natural,Chile,Región Metropolitana,Región Metropolitana,19961400,3,Hombre,Chile,Comercial,Ciencias sociales,,,Hombre,,Operacional,Educación,,,Hombre,,Técnico,Tecnología,,,,Global,,Servicio,Innovación disruptiva,Empresas/institución,"Eventos y/o participación en ferias,Publicidad online pagada",No seleccionado,Seleccionado,No seleccionado,Seleccionado,No seleccionado,No seleccionado,,,,,,,,,Sí,El producto o servicio es patentable pero no se ha ingresado la solicitud,Vendiendo,,Sí,,,,,,Sí,,,,,,No,,$5.000.001 - $20.000.000,$5.000.001 - $20.000.000,$5.000.001 - $20.000.000,$20.000.001 - $50.000.000,,$20.000.001 - $50.000.000,$1 - $5.000.000,$1 - $5.000.000,,$1 - $5.000.000,,$5.000.001 - $20.000.000,0,,1-$50.000.000,0,,1 - $100.000.000,,1-3,,,1-3,,4-10,Latinoamérica,"Europa, Latinoamérica",Chile,1,"Chile,Bolivia,Colombia,España,México,Perú",6,Sí,Sí
Capital Semilla,2014,Manufactura,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,20000000,3,Hombre,Chile,Operacional,Ciencias exactas y naturales,,,Hombre,,Técnico,Arte y arquitectura,,,Hombre,,Técnico,Arte y arquitectura,,,,Global,,Producto físico,,Personas,"A través de entidades que reúnen a clientes potenciales,Eventos y/o participación en ferias",Seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,,,,,,,,Sí,El producto o servicio tiene patente en trámite,Concepto,,No,2016,No,2015,Cerró el emprendimento,Problemas con la tecnología aplicada al producto,,,,,No,,,,0,0,0,,0,,,,0,,0,,,0,,,0,,,0,,,,,,,,,0,,0,No,No
Capital Semilla,2014,Turismo,Persona jurídica,Chile,Región de la Araucanía,Región de la Araucanía,25000000,3,Hombre,Chile,Financiero,Administración y comercio,,,Mujer,,Operacional,Administración y comercio,,,Hombre,,Técnico,Tecnología,,,,Latinoamérica,,Servicio,,Personas,"Publicidad online pagada,Redes sociales",No seleccionado,No seleccionado,No seleccionado,Seleccionado,Seleccionado,No seleccionado,,,,,,,,,Sí,,Vendiendo,,Sí,,Sí,,,,,,,,No,,,,$50.000.001 - $100.000.000,$20.000.001 - $50.000.000,$1 - $5.000.000,$100.000.001 - $150.000.000,$50.000.001 - $100.000.000,,$1 - $5.000.000,$5.000.001 - $20.000.000,0,,0,,1-$50.000.000,0,,0,0,,,4-10,,0,,0,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,No
Capital Semilla,2014,Multisectorial,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,25000000,3,Hombre,Chile,Operacional,Administración y comercio,,,Hombre,,Técnico,Tecnología,,,Hombre,,Técnico,Tecnología,,,,Nacional,,Servicio,,Ambos,"Eventos y/o participación en ferias,Publicidad online pagada,Redes sociales",No seleccionado,Seleccionado,No seleccionado,Seleccionado,Seleccionado,No seleccionado,,,,,,,,,Sí,,Vendiendo,,Sí,,Sí,,,,,,,,No,,,,$5.000.001 - $20.000.000,$5.000.001 - $20.000.000,0,$20.000.001 - $50.000.000,$20.000.001 - $50.000.000,,$1 - $5.000.000,$1 - $5.000.000,0,,0,,1-$50.000.000,0,,0,0,,,1-3,,0,,0,,Latinoamérica,,Chile,1,,0,Sí,No
Capital Semilla,2014,Publicidad e industrias creativas,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,24728000,3,Mujer,Chile,Operacional,Ciencias exactas y naturales,,,Mujer,,Técnico,Arte y arquitectura,,,Hombre,,Técnico,,,,,,,Producto físico,,Personas,Eventos y/o participación en ferias,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,,,,,,,,Sí,El producto o servicio es patentable pero no se ha ingresado la solicitud,Trabajando en el desarrollo del prototipo,Sí,,,,,,,,,,,,,,,$5.000.001 - $20.000.000,$5.000.001 - $20.000.000,$100.000.001 - $150.000.000,$20.000.001 - $50.000.000,,,,,,,,,,,,,,,,1-3,,,,,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2014,Alimentos,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,25000000,2,Hombre,Chile,Comercial,Administración y comercio,,,Hombre,,Operacional,Administración y comercio,,,,,,,,,,,,Producto físico,Innovación incremental,Personas,A través de entidades que reúnen a clientes potenciales,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,"Venta por internet,Distribuidores",No seleccionado,Seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Sí,El producto o servicio es patentable pero no se ha ingresado la solicitud,Trabajando en el desarrollo del prototipo,Sí,,,,,,,,,,,,,,,,$5.000.001 - $20.000.000,$1 - $5.000.000,,,,,,,,,,$50.000.001 - $100.000.000,,,,,,,0,,,,,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,No
Capital Semilla,2014,Informática y tecnologías de la información,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,25000000,2,Hombre,Chile,Financiero,Tecnología,,,Hombre,,Técnico,Ciencias exactas y naturales,,,,,,,,,,Latinoamérica,,Software,,Empresas/institución,"Eventos y/o participación en ferias,Otros",No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,,,,,,,,,Sí,El producto o servicio no es patentable,Producto funcional con usuarios,,Sí,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,1-$50.000.000,,,0,,,,0,,,,,,,,,0,,0,No,No
Capital Semilla,2014,Servicios financieros y empresariales,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,24800000,3,Hombre,Chile,Operacional,Administración y comercio,,,Hombre,,Técnico,,,,Hombre,,Comercial,Tecnología,,,,,,Servicio,,Empresas/institución,"Eventos y/o participación en ferias,Otros",No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,,,,,,,,,Sí,El producto o servicio es patentable pero no se ha ingresado la solicitud,Concepto,Sí,,,,,,,,,,,,,,,$150.000.001 - $300.000.000,$150.000.001 - $300.000.000,$150.000.001 - $300.000.000,$300.000.001 - $500.000.000,,,,,,,,,,,,,,,,4-10,,,,,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2014,"Transporte, construcción, infraestructura y energía",Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,24680000,3,Hombre,Chile,Financiero,Tecnología,,,Hombre,,Técnico,Tecnología,,,Hombre,,Operacional,Ciencias exactas y naturales,,,,,,Servicio,,Empresas/institución,"A través de entidades que reúnen a clientes potenciales,Otros",Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,,,,,,,,,Sí,El producto o servicio es patentable pero no se ha ingresado la solicitud,Trabajando en el desarrollo del prototipo,Sí,,,No,2015,El emprendimiento se encuentra en stand-by por ahora,,No,2016,Cerró el emprendimento,El negocio no generó ingresos suficientes,No,,No,,$1 - $5.000.000,,0,$1 - $5.000.000,0,$5.000.001 - $20.000.000,,,0,0,0,0,,0,0,,0,0,,1-3,,,,,,,,,0,,0,No,No
Capital Semilla,2014,Agropecuaria,Persona jurídica,Chile,Región del Maule,Región del Maule,24000000,3,Hombre,Chile,Comercial,,15,2,Hombre,Chile,Operacional,Tecnología,8,1,Hombre,Chile,Técnico,Tecnología,10,2,,Global,,Software,Innovación disruptiva,Ambos,"A través de entidades que reúnen a clientes potenciales,Eventos y/o participación en ferias",Seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,,,,,,,,No,,Producto funcional con usuarios,,Sí,,Sí,,,,Sí,,,,No,,No,,$20.000.001 - $50.000.000,$5.000.001 - $20.000.000,$5.000.001 - $20.000.000,$100.000.001 - $150.000.000,$20.000.001 - $50.000.000,$20.000.001 - $50.000.000,$20.000.001 - $50.000.000,$20.000.001 - $50.000.000,$1 - $5.000.000,$1 - $5.000.000,$1 - $5.000.000,$1 - $5.000.000,1-$50.000.000,1-$50.000.000,1-$50.000.000,0,0,0,,4-10,,0,1-3,0,0,Latinoamérica,Latinoamérica,"Chile,Colombia,Perú",3,"Chile,Colombia,Perú",3,Sí,Sí
Capital Semilla,2014,Manufactura,Persona jurídica,Chile,Región de Valparaíso,Región de Valparaíso,12320000,3,Mujer,Chile,Comercial,Arte y arquitectura,,1,Hombre,,Financiero,Arte y arquitectura,,,Hombre,,Comercial,Administración y comercio,,,,Global,,Producto físico,Innovación incremental,Personas,"Eventos y/o participación en ferias,Otros",No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,"Venta directa (Vendedores),Venta por internet,Distribuidores",Seleccionado,Seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Sí,El producto o servicio es patentable pero no se ha ingresado la solicitud,Vendiendo,,Sí,,Sí,,,,Sí,,,,No,,No,,$5.000.001 - $20.000.000,$20.000.001 - $50.000.000,$20.000.001 - $50.000.000,$20.000.001 - $50.000.000,$50.000.001 - $100.000.000,$150.000.001 - $300.000.000,$1 - $5.000.000,$5.000.001 - $20.000.000,$1 - $5.000.000,$1 - $5.000.000,$5.000.001 - $20.000.000,$20.000.001 - $50.000.000,1-$50.000.000,0,0,,0,0,1-3,4-10,0,1-3,4-10,1-3,1-3,"Latinoamérica, Europa, Oceanía","Latinoamérica, Europa, Oceanía","Chile,Australia,España",3,"Chile,Australia,España",3,Sí,Sí
Capital Semilla,2014,Comercio,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,24204000,3,Hombre,Chile,Financiero,Derecho,,,Mujer,,Operacional,Arte y arquitectura,,,Hombre,,Técnico,Tecnología,,,,,,Software,Innovación disruptiva,Personas,"Publicidad online pagada,Redes sociales",No seleccionado,No seleccionado,No seleccionado,Seleccionado,Seleccionado,No seleccionado,Venta directa (Vendedores),Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Sí,El producto o servicio es patentable pero no se ha ingresado la solicitud,Vendiendo,Sí,,,Sí,,,,Sí,,,,No,,No,,$5.000.001 - $20.000.000,$20.000.001 - $50.000.000,$20.000.001 - $50.000.000,$5.000.001 - $20.000.000,$20.000.001 - $50.000.000,$50.000.001 - $100.000.000,,,0,0,0,0,1-$50.000.000,$50.000.001 - $100.000.000,$50.000.001 - $100.000.000,,0,0,,0,,1-3,4-10,1-3,1-3,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2014,Informática y tecnologías de la información,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,24100000,2,Hombre,Chile,Financiero,Tecnología,,,Hombre,,Técnico,Tecnología,,,,,,,,,,Global,,Servicio,,Personas,"Publicidad online pagada,Redes sociales",No seleccionado,No seleccionado,No seleccionado,Seleccionado,Seleccionado,No seleccionado,,,,,,,,,Sí,El producto o servicio es patentable pero no se ha ingresado la solicitud,Trabajando en el desarrollo del prototipo,,Sí,,,,,,,,,,,,,,$20.000.001 - $50.000.000,$150.000.001 - $300.000.000,$300.000.001 - $500.000.000,$20.000.001 - $50.000.000,,,$1 - $5.000.000,$1 - $5.000.000,,,,,1-$50.000.000,,,0,,,,1-3,0,,,,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2014,Informática y tecnologías de la información,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,24720000,3,Mujer,Chile,Financiero,Administración y comercio,,,Mujer,,Operacional,Salud,,,Hombre,,Técnico,Arte y arquitectura,,,,Nacional,,Servicio,,Ambos,Otros,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,,,,,,,,,Sí,,Vendiendo,,Sí,,,,,,,,,,,,,,$5.000.001 - $20.000.000,$5.000.001 - $20.000.000,$1 - $5.000.000,$5.000.001 - $20.000.000,,,$1 - $5.000.000,$1 - $5.000.000,,,,,0,,,0,,,,1-3,,,,,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,No
Capital Semilla,2014,"Transporte, construcción, infraestructura y energía",Persona jurídica,Chile,Región de Coquimbo,Región de Coquimbo,21752880,3,Hombre,Chile,Técnico,Tecnología,,,Hombre,,Operacional,Tecnología,,,Hombre,,Técnico,Tecnología,,,,,,Servicio,,Empresas/institución,"Publicidad online pagada,Otros",No seleccionado,No seleccionado,No seleccionado,Seleccionado,No seleccionado,Seleccionado,,,,,,,,,Sí,El producto o servicio no es patentable,Producto funcional con usuarios,Sí,,,Sí,,,,,,,,No,,,,$1 - $5.000.000,$150.000.001 - $300.000.000,$300.000.001 - $500.000.000,$1 - $5.000.000,,,,,0,,0,,,0,,,0,,,4-10,,4-10,,0,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2014,Publicidad e industrias creativas,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,25000000,2,Hombre,Chile,Operacional,Arte y arquitectura,,,Hombre,,Financiero,Ciencias exactas y naturales,,,,,,,,,,,,Servicio,,Ambos,Otros,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,,,,,,,,,Sí,El producto o servicio no es patentable,Producto funcional con usuarios,Sí,,,,,,,,,,,,,,,$5.000.001 - $20.000.000,$20.000.001 - $50.000.000,$5.000.001 - $20.000.000,$20.000.001 - $50.000.000,,,,,,,,,,,,,,,,1-3,,,,,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2014,Informática y tecnologías de la información,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,25000000,3,Hombre,Chile,Financiero,Administración y comercio,,,Mujer,,Comercial,Arte y arquitectura,,,Hombre,,Técnico,Arte y arquitectura,,,,,,Software,,Empresas/institución,"Eventos y/o participación en ferias,Publicidad online pagada,Redes sociales",No seleccionado,Seleccionado,No seleccionado,Seleccionado,Seleccionado,No seleccionado,,,,,,,,,Sí,,Vendiendo,,,,,,,,Sí,,,,,,No,,,$50.000.001 - $100.000.000,$150.000.001 - $300.000.000,,,,,,,0,,0,,,0,,,0,,,,,0,,0,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2014,Informática y tecnologías de la información,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,25000000,2,Hombre,Estados Unidos de América,Financiero,Administración y comercio,,,Hombre,,Técnico,,,,,,,,,,,Latinoamérica,,Software,,Empresas/institución,"A través de entidades que reúnen a clientes potenciales,Otros",Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,,,,,,,,,Sí,El producto o servicio tiene patente,Producto funcional con usuarios,,Sí,,,,,,,,,,,,,,$1 - $5.000.000,0,0,$5.000.001 - $20.000.000,,,0,$1 - $5.000.000,,,,,0,,,1 - $100.000.000,,,,0,,,,,,,,,0,,0,No,No
Capital Semilla,2014,"Frutícola, vitivinícola y hortofrutícola",Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,24989000,3,Hombre,Chile,Financiero,Ciencias exactas y naturales,,,Hombre,,Técnico,Ciencias exactas y naturales,,,Mujer,,Operacional,Administración y comercio,,,,,,Producto físico,,Personas,"A través de entidades que reúnen a clientes potenciales,Eventos y/o participación en ferias,Redes sociales",Seleccionado,Seleccionado,No seleccionado,No seleccionado,Seleccionado,No seleccionado,,,,,,,,,Sí,El producto o servicio no es patentable,Trabajando en el desarrollo del prototipo,Sí,,,,,,,,,,,,,,,,$1 - $5.000.000,0,,,,,,,,,,1-$50.000.000,,,,,,,0,,,,,,Latinoamérica,,Chile,1,,0,No,No
Capital Semilla,2014,Comercio,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,24800000,3,Mujer,Chile,Comercial,Salud,3,1,Hombre,Chile,Operacional,Administración y comercio,35,2,Mujer,,Técnico,Ciencias exactas y naturales,,,,Global,,Producto físico,Innovación incremental,Ambos,"A través de entidades que reúnen a clientes potenciales,Eventos y/o participación en ferias",Seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,"Venta directa (Vendedores),Distribuidores",Seleccionado,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Sí,,Vendiendo,,Sí,,Sí,,,,Sí,,,,No,,No,,$20.000.001 - $50.000.000,$50.000.001 - $100.000.000,$150.000.001 - $300.000.000,$20.000.001 - $50.000.000,$50.000.001 - $100.000.000,,$1 - $5.000.000,$1 - $5.000.000,$1 - $5.000.000,$1 - $5.000.000,$5.000.001 - $20.000.000,$20.000.001 - $50.000.000,1-$50.000.000,0,0,0,0,0,,1-3,,1-3,0,1-3,0,Latinoamérica,Latinoamérica,"Chile,Costa Rica",2,"Chile,Brasil,México",3,Sí,Sí
Capital Semilla,2014,Agropecuaria,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,25000000,3,Hombre,Chile,Financiero,Agropecuaria,,,Hombre,,Comercial,Arte y arquitectura,,,Hombre,,Operacional,Derecho,,,,Nacional,,Servicio,,Empresas/institución,"A través de entidades que reúnen a clientes potenciales,Otros",Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,,,,,,,,,Sí,,Vendiendo,,Sí,,Sí,,,,,,,,No,,,,$20.000.001 - $50.000.000,$50.000.001 - $100.000.000,$100.000.001 - $150.000.000,$100.000.001 - $150.000.000,$150.000.001 - $300.000.000,,$1 - $5.000.000,$1 - $5.000.000,0,,0,,,$100.000.001 - $200.000.000,,,1 - $100.000.000,,,4-10,,4-10,,4-10,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2014,"Transporte, construcción, infraestructura y energía",Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,8480000,2,Hombre,Chile,Financiero,Tecnología,,,Hombre,,Técnico,Ciencias exactas y naturales,,,,,,,,,,,,Producto físico,,Empresas/institución,A través de entidades que reúnen a clientes potenciales,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,,,,,,,,No,El producto o servicio tiene patente en trámite,Producto funcional con usuarios,Sí,,,Sí,,,,,,,,No,,,,,0,0,,0,,,,0,,0,,,0,,,0,,,0,,0,,0,,,,,0,,0,Sí,No
Capital Semilla,2014,Informática y tecnologías de la información,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,24180000,3,Hombre,Chile,Financiero,Ciencias exactas y naturales,,,Hombre,,Técnico,Tecnología,,,Hombre,,Técnico,Arte y arquitectura,,,,Nacional,,Servicio,,Personas,Eventos y/o participación en ferias,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,,,,,,,,Sí,,Vendiendo,,Sí,,,,,,,,,,,,,,$5.000.001 - $20.000.000,0,0,$50.000.001 - $100.000.000,,,$1 - $5.000.000,$1 - $5.000.000,,,,,1-$50.000.000,,,0,,,,1-3,,,,,,,,,0,,0,No,No
