Programa,Año aprobación,Sector económico,Tipo de persona beneficiada,País procedencia emprendimiento,Region procedencia emprendimiento,Región,Monto financiamiento aprobado,Número de integrantes,Género del integrante 1 del equipo,Nacionalidad integrante 1 del equipo,Rol integrante 1,Área educación superior integrante 1,Experiencia laboral integrante 1,Emprendimientos previos del integrante 1,Género del integrante 2 del equipo,Nacionalidad integrante 2 del equipo,Rol integrante 2,Área educación superior integrante 2,Experiencia laboral integrante 2,Emprendimientos previos del integrante 2,Género del integrante 3 del equipo,Nacionalidad integrante 3 del equipo,Rol integrante 3,Área educación superior integrante 3,Experiencia laboral integrante 3,Emprendimientos previos del integrante 3,Incorporado,Alcance del proyecto,País inicial de ejecución,Tipo de producto,Grado de innovación,Tipo de clientes,Canal adquisición nuevos clientes y/o usuarios,Canal adquisición ... - A través de entidades que reúnen a clientes potenciales,Canal adquisición ... - Eventos y/o participación en ferias,Canal adquisición ... - Marketing de contenidos,Canal adquisición ... - Publicidad online pagada,Canal adquisición ... - Redes sociales,Canal adquisición ... - Otros,Canales de venta existentes,Canales de venta ... - Venta directa (Vendedores),Canales de venta ... - Venta por internet,Canales de venta ... - Distribuidores,Canales de venta ... - Canales de empresa madre (Filial),Canales de venta ... - Representante de ventas,Canales de venta ... - Oficinas comerciales propias,Canales de venta ... - Otro,Mentor o consultor,Protección del producto o servicio a través de la obtención de patentes,Etapa de desarrollo del proyecto,Emprendimiento operativo 2015,Emprendimiento operativo 2016,Año cese de actividades 2016,Emprendimiento operativo 2017,Año cese de actividades 2017,Razón del cese de operaciones 2017,Razón el emprendimiento cerró 2017,Emprendimiento operativo 2018,Año cese de actividades 2018,Razón del cese de operaciones 2018,Razón el emprendimiento cerró 2018,El emprendimiento fue vendido o fusionado 2017,Año en que fue vendido o fusionado el emprendimiento 2017,El emprendimiento fue vendido o fusionado 2018,Año en que fue vendido o fusionado el emprendimiento 2018,Ventas nacionales por tramos 2015,Ventas nacionales por tramos 2016,Ventas nacionales por tramos 2017,Ventas nacionales acumuladas por tramos hasta 2015,Ventas nacionales acumuladas por tramos hasta 2016,Ventas nacionales acumuladas por tramos hasta 2017,Exportaciones por tramos 2015,Exportaciones acumuladas por tramos hasta 2015,Ventas extranjero por tramos 2016,Ventas extranjero por tramos 2017,Ventas acumuladas extranjero por tramos hasta 2016,Ventas acumuladas extranjero por tramos hasta 2017,Capital privado nacional por tramos hasta 2015,Capital privado nacional por tramos hasta 2016,Capital privado nacional por tramos hasta 2017,Capital privado extranjero por tramos hasta 2015,Capital privado extranjero por tramos hasta 2016,Capital privado extranjero por tramos hasta 2017,Empleados por tramos 2015,Empleados por tramos 2016,Empleados part time por tramos 2016,Empleados por tramos 2017,Empleados por tramos 2018,Empleados part time por tramos 2017,Empleados part time por tramos 2018,Continentes donde vende 2017,Continentes donde vende 2018,Países donde venden 2017,Número de países donde vende 2017,Países donde venden 2018,Número de países donde vende 2018,Sobrevivencia 2017,Sobrevivencia 2018
Capital Semilla,2014,Servicios financieros y empresariales,Persona natural,Chile,Región Metropolitana,Región Metropolitana,24830000,3,Hombre,Chile,Financiero,Ciencias exactas y naturales,,,Mujer,,Comercial,Ciencias exactas y naturales,,,Hombre,,Técnico,Tecnología,,,,,,Software,Innovación disruptiva,Empresas/institución,Otros,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,Venta directa (Vendedores),Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Sí,El producto o servicio no es patentable,Trabajando en el desarrollo del prototipo,,,,Sí,,,,Sí,,,,No,,,,$1 - $5.000.000,$20.000.001 - $50.000.000,$50.000.001 - $100.000.000,$1 - $5.000.000,$50.000.001 - $100.000.000,,0,0,0,,0,,,0,,,0,,1-3,1-3,1-3,4-10,,4-10,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2014,Multisectorial,Persona natural,Chile,Región Metropolitana,Región Metropolitana,24994000,3,Hombre,Chile,Operacional,Ciencias exactas y naturales,3,2,Hombre,Sudáfrica,Técnico,,40,3,Hombre,Chile,Comercial,Ciencias exactas y naturales,30,3,,Nacional,,Producto físico,Innovación incremental,Empresas/institución,Otros,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,,,,,,,,,Sí,El producto o servicio tiene patente,Vendiendo,,Sí,,Sí,,,,Sí,,,,No,,No,,$1 - $5.000.000,$50.000.001 - $100.000.000,$50.000.001 - $100.000.000,$50.000.001 - $100.000.000,$150.000.001 - $300.000.000,$150.000.001 - $300.000.000,$1 - $5.000.000,$1 - $5.000.000,0,0,0,0,1-$50.000.000,0,0,1 - $100.000.000,0,0,,1-3,,0,0,0,0,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2014,"Frutícola, vitivinícola y hortofrutícola",Persona natural,Chile,Región Metropolitana,Región Metropolitana,23500000,2,Hombre,Chile,Comercial,Administración y comercio,,,Hombre,,Técnico,Ciencias exactas y naturales,,,,,,,,,,Global,,Producto físico,,Empresas/institución,Otros,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,,,,,,,,,Sí,El producto o servicio tiene patente en trámite,Trabajando en el desarrollo del prototipo,,Sí,,Sí,,,,Sí,,,,No,,No,,$1 - $5.000.000,0,0,$1 - $5.000.000,0,0,$1 - $5.000.000,$1 - $5.000.000,0,0,0,0,0,0,0,0,0,0,1-3,1-3,,0,0,0,0,,,,0,,0,Sí,Sí
Programa Regional de Apoyo al Emprendimiento,2014,Turismo,Persona jurídica,Chile,Región Metropolitana,Región del Libertador General Bernardo O'Higgins,16437500,2,Mujer,Chile,Comercial,Ciencias exactas y naturales,,,Hombre,,Técnico,Ciencias exactas y naturales,,,,,,,,,,Regional,,Servicio,,Personas,"Eventos y/o participación en ferias,Publicidad online pagada,Redes sociales",No seleccionado,Seleccionado,No seleccionado,Seleccionado,Seleccionado,No seleccionado,Oficinas comerciales propias,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,No seleccionado,,,Trabajando en el desarrollo del prototipo,,Sí,,Sí,,,,,,,,No,,,,$50.000.001 - $100.000.000,$50.000.001 - $100.000.000,$5.000.001 - $20.000.000,$150.000.001 - $300.000.000,$100.000.001 - $150.000.000,,,,0,,0,,1-$50.000.000,0,,0,0,,,,,0,,0,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Programa Regional de Apoyo al Emprendimiento,2014,Alimentos,Persona jurídica,Chile,Región del Libertador General Bernardo O'Higgins,Región del Libertador General Bernardo O'Higgins,19587000,3,Mujer,Chile,Técnico,Ciencias exactas y naturales,,1,Hombre,,Comercial,Administración y comercio,,,Mujer,,Operacional,Administración y comercio,,,,Nacional,,Producto físico,,Empresas/institución,"Eventos y/o participación en ferias,Publicidad online pagada,Redes sociales",No seleccionado,Seleccionado,No seleccionado,Seleccionado,Seleccionado,No seleccionado,"Venta directa (Vendedores),Distribuidores",Seleccionado,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,,Vendiendo,,,,,,,,,,,,,,,,,0,$1 - $5.000.000,,,,,,,,,,,,,,,,,,,,,,,,Latinoamérica,,0,Chile,1,No,No
Programa Regional de Apoyo al Emprendimiento,2014,Turismo,Persona natural,Chile,Región del Libertador General Bernardo O'Higgins,Región del Libertador General Bernardo O'Higgins,22600000,7,Mujer,Chile,,Administración y comercio,12,,Hombre,,Técnico,Ciencias exactas y naturales,6,,Hombre,,Operacional,Ciencias exactas y naturales,,,,Nacional,,Servicio,,Personas,"Eventos y/o participación en ferias,Publicidad online pagada,Redes sociales",No seleccionado,Seleccionado,No seleccionado,Seleccionado,Seleccionado,No seleccionado,"Venta directa (Vendedores),Distribuidores",Seleccionado,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,,Trabajando en el desarrollo del prototipo,,Sí,,Sí,,,,No,2018,Cerró el emprendimento,Enfermedad,No,,No,,$5.000.001 - $20.000.000,$5.000.001 - $20.000.000,,$20.000.001 - $50.000.000,$20.000.001 - $50.000.000,$50.000.001 - $100.000.000,,,0,0,0,0,1-$50.000.000,0,1-$50.000.000,0,0,0,,1-3,,0,,1-3,,Latinoamérica,,Chile,1,,0,Sí,No
Programa Regional de Apoyo al Emprendimiento,2014,Turismo,Persona jurídica,Chile,Región del Libertador General Bernardo O'Higgins,Región del Libertador General Bernardo O'Higgins,20303070,2,Hombre,Chile,Técnico,Agropecuaria,,,Hombre,,Técnico,Agropecuaria,,,,,,,,,,Regional,,Producto físico,,Ambos,"A través de entidades que reúnen a clientes potenciales,Eventos y/o participación en ferias",Seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,"Venta directa (Vendedores),Distribuidores",Seleccionado,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,,Trabajando en el desarrollo del prototipo,,Sí,,Sí,,,,Sí,,,,No,,No,,$5.000.001 - $20.000.000,$20.000.001 - $50.000.000,$50.000.001 - $100.000.000,$20.000.001 - $50.000.000,$50.000.001 - $100.000.000,$100.000.001 - $150.000.000,$1 - $5.000.000,$1 - $5.000.000,0,0,$1 - $5.000.000,$5.000.001 - $20.000.000,1-$50.000.000,1-$50.000.000,0,0,0,0,,1-3,,0,0,0,0,"Latinoamérica,  Europa","Europa, Latinoamérica","Chile,Alemania",2,"Chile,Alemania,Costa Rica,Panamá",4,Sí,Sí
Programa Regional de Apoyo al Emprendimiento,2014,Agropecuaria,Persona jurídica,Chile,Región del Libertador General Bernardo O'Higgins,Región del Libertador General Bernardo O'Higgins,20248420,4,Hombre,Chile,,Agropecuaria,25,,Mujer,,,Agropecuaria,,,Hombre,,,Agropecuaria,,,,Regional,,Servicio,Innovación incremental,Empresas/institución,Eventos y/o participación en ferias,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,"Venta directa (Vendedores),Distribuidores",Seleccionado,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,,Producto funcional con usuarios,,,,Sí,,,,Sí,,,,No,,No,,,$20.000.001 - $50.000.000,$50.000.001 - $100.000.000,,$100.000.001 - $150.000.000,$100.000.001 - $150.000.000,,,0,0,0,0,,0,1-$50.000.000,,0,0,,,,4-10,4-10,4-10,4-10,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Programa Regional de Apoyo al Emprendimiento,2014,Turismo,Persona natural,Chile,Región del Libertador General Bernardo O'Higgins,Región del Libertador General Bernardo O'Higgins,19957000,3,Mujer,Chile,Comercial,,,,Mujer,,Comercial,Ciencias sociales,,,Hombre,,Operacional,,,,,Nacional,,Servicio,,Ambos,"Eventos y/o participación en ferias,Publicidad online pagada,Redes sociales",No seleccionado,Seleccionado,No seleccionado,Seleccionado,Seleccionado,No seleccionado,"Venta directa (Vendedores),Venta por internet",Seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,El producto o servicio no es patentable,Producto funcional con usuarios,,Sí,,,,,,,,,,,,,,$50.000.001 - $100.000.000,,,$50.000.001 - $100.000.000,,,$1 - $5.000.000,$1 - $5.000.000,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Programa Regional de Apoyo al Emprendimiento,2014,Minería y metalmecánica,Persona jurídica,Chile,Región del Libertador General Bernardo O'Higgins,Región del Libertador General Bernardo O'Higgins,20463590,3,Hombre,Chile,Comercial,Ciencias exactas y naturales,,,Hombre,,Operacional,Ciencias exactas y naturales,,,Hombre,,Técnico,Ciencias exactas y naturales,,,,Nacional,,Hardware,Innovación incremental,Empresas/institución,Eventos y/o participación en ferias,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Venta directa (Vendedores),Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,El producto o servicio es patentable pero no se ha ingresado la solicitud,Concepto,,Sí,,Sí,,,,Sí,,,,No,,No,,$300.000.001 - $500.000.000,$800.000.001 - $1.200.000.000,$800.000.001 - $1.200.000.000,$300.000.001 - $500.000.000,$5.000.001 - $20.000.000,,$1 - $5.000.000,$1 - $5.000.000,0,0,0,0,1-$50.000.000,0,0,0,0,0,,11-20,,1-3,0,0,0,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Programa Regional de Apoyo al Emprendimiento,2014,Turismo,Persona jurídica,Chile,Región del Libertador General Bernardo O'Higgins,Región del Libertador General Bernardo O'Higgins,12230000,3,Hombre,Chile,Comercial,Derecho,,,Hombre,,Técnico,,,,Mujer,,Financiero,Administración y comercio,20,,,Regional,,Servicio,,Personas,"Eventos y/o participación en ferias,Publicidad online pagada,Redes sociales",No seleccionado,Seleccionado,No seleccionado,Seleccionado,Seleccionado,No seleccionado,Venta por internet,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,El producto o servicio no es patentable,Concepto,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Programa Regional de Apoyo al Emprendimiento,2014,Publicidad e industrias creativas,Persona natural,Chile,Región del Libertador General Bernardo O'Higgins,Región del Libertador General Bernardo O'Higgins,21250000,5,Mujer,Chile,,,,,Hombre,,,Arte y arquitectura,,,Hombre,,,Agropecuaria,,,,Nacional,,Servicio,,Ambos,"Eventos y/o participación en ferias,Publicidad online pagada,Redes sociales",No seleccionado,Seleccionado,No seleccionado,Seleccionado,Seleccionado,No seleccionado,Venta directa (Vendedores),Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,,Concepto,,Sí,,Sí,,,,Sí,,,,No,,No,,$5.000.001 - $20.000.000,$5.000.001 - $20.000.000,$20.000.001 - $50.000.000,$20.000.001 - $50.000.000,$20.000.001 - $50.000.000,$100.000.001 - $150.000.000,$1 - $5.000.000,$1 - $5.000.000,,$1 - $5.000.000,,$1 - $5.000.000,1-$50.000.000,1-$50.000.000,1-$50.000.000,0,0,0,,4-10,,4-10,0,1-3,0,Latinoamérica,"Latinoamérica, Norteamérica",Chile,1,"Chile,Brasil,Estados Unidos de América",3,Sí,Sí
Programa Regional de Apoyo al Emprendimiento,2014,Turismo,Persona jurídica,Chile,Región del Libertador General Bernardo O'Higgins,Región del Libertador General Bernardo O'Higgins,15119000,1,Mujer,Chile,,,,,,,,,,,,,,,,,,Regional,,Servicio,,Personas,"Eventos y/o participación en ferias,Publicidad online pagada,Redes sociales",No seleccionado,Seleccionado,No seleccionado,Seleccionado,Seleccionado,No seleccionado,Venta directa (Vendedores),Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Sí,El producto o servicio no es patentable,Concepto,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Programa Regional de Apoyo al Emprendimiento,2014,Alimentos,Persona natural,Chile,Región del Libertador General Bernardo O'Higgins,Región del Libertador General Bernardo O'Higgins,12700000,2,Hombre,Chile,,Administración y comercio,10,,Hombre,,,Administración y comercio,,,,,,,,,,Regional,,Producto físico,,Personas,"Eventos y/o participación en ferias,Publicidad online pagada,Redes sociales",No seleccionado,Seleccionado,No seleccionado,Seleccionado,Seleccionado,No seleccionado,Distribuidores,No seleccionado,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,,Concepto,,,,Sí,,,,,,,,No,,,,,$5.000.001 - $20.000.000,$1 - $5.000.000,,$5.000.001 - $20.000.000,,,,0,,0,,,0,,,0,,,,,0,,0,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,No
Programa Regional de Apoyo al Emprendimiento,2014,"Transporte, construcción, infraestructura y energía",Persona natural,Chile,Región de Atacama,Región de Atacama,19866864,2,Hombre,Chile,Técnico,Arte y arquitectura,,,Hombre,,Comercial,Administración y comercio,,,,,,,,,,Regional,,Producto físico,,Ambos,"Eventos y/o participación en ferias,Publicidad online pagada,Redes sociales",No seleccionado,Seleccionado,No seleccionado,Seleccionado,Seleccionado,No seleccionado,Venta directa (Vendedores),Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,,Concepto,,,,No,2016,El emprendimiento se encuentra en stand-by por ahora,,Sí,,,,No,,No,,,,0,,0,0,,,0,0,0,0,,0,0,,0,0,,,,,0,,0,,,,0,,0,No,Sí
Programa Regional de Apoyo al Emprendimiento,2014,Informática y tecnologías de la información,Persona natural,Chile,Región de Atacama,Región de Atacama,14054000,2,Hombre,Chile,,Tecnología,,,Hombre,,,Ciencias exactas y naturales,,,,,,,,,,Nacional,,Software,Innovación incremental,Ambos,"A través de entidades que reúnen a clientes potenciales,Eventos y/o participación en ferias",Seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,"Venta directa (Vendedores),Venta por internet,Distribuidores",Seleccionado,Seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,El producto o servicio es patentable pero no se ha ingresado la solicitud,Producto funcional con usuarios,,,,No,2015,Cerró el emprendimento,Conflicto entre los socios,,,,,No,,,,,,,,0,,,,0,,0,,,0,,,0,,,,,,,,,,,,0,,0,No,Sin información
Programa Regional de Apoyo al Emprendimiento,2014,Alimentos,Persona natural,Chile,Región de Atacama,Región de Atacama,21015000,6,Mujer,Chile,Financiero,Administración y comercio,,,Mujer,,Operacional,Administración y comercio,6,,Hombre,,Técnico,Administración y comercio,8,,,Regional,,Servicio,,Personas,"Eventos y/o participación en ferias,Publicidad online pagada,Redes sociales",No seleccionado,Seleccionado,No seleccionado,Seleccionado,Seleccionado,No seleccionado,Oficinas comerciales propias,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,No seleccionado,,,Trabajando en el desarrollo del prototipo,,Sí,,Sí,,,,Sí,,,,No,,No,,$1 - $5.000.000,0,$5.000.001 - $20.000.000,$1 - $5.000.000,0,$20.000.001 - $50.000.000,$1 - $5.000.000,$1 - $5.000.000,0,0,0,0,1-$50.000.000,1-$50.000.000,1-$50.000.000,0,0,0,,1-3,,0,4-10,0,1-3,,Latinoamérica,,0,Chile,1,Sí,Sí
Programa Regional de Apoyo al Emprendimiento,2014,Informática y tecnologías de la información,Persona jurídica,Chile,Región de Atacama,Región de Atacama,23687500,6,Hombre,Chile,Técnico,Tecnología,,,Hombre,,Operacional,Tecnología,,,Hombre,,Técnico,Tecnología,,,,Regional,,Software,,Empresas/institución,"Eventos y/o participación en ferias,Publicidad online pagada,Redes sociales",No seleccionado,Seleccionado,No seleccionado,Seleccionado,Seleccionado,No seleccionado,Venta directa (Vendedores),Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Sí,,Trabajando en el desarrollo del prototipo,,,,,,,,,,,,,,,,,$20.000.001 - $50.000.000,$100.000.001 - $150.000.000,,,,,,,,,,,,,,,,,,,,,,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Programa Regional de Apoyo al Emprendimiento,2014,Turismo,Persona natural,Chile,Región de Antofagasta,Región de Antofagasta,23400000,2,Mujer,Chile,Técnico,,15,,Hombre,,Operacional,Ciencias exactas y naturales,,,,,,,,,,Global,,Servicio,,Personas,"Eventos y/o participación en ferias,Publicidad online pagada",No seleccionado,Seleccionado,No seleccionado,Seleccionado,No seleccionado,No seleccionado,"Venta directa (Vendedores),Distribuidores",Seleccionado,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,,Vendiendo,,,,Sí,,,,Sí,,,,No,,No,,$5.000.001 - $20.000.000,$5.000.001 - $20.000.000,$1 - $5.000.000,$5.000.001 - $20.000.000,$5.000.001 - $20.000.000,$1 - $5.000.000,0,0,$1 - $5.000.000,0,$5.000.001 - $20.000.000,0,0,0,0,,0,0,1-3,0,0,0,0,0,0,"Asia, Europa, Latinoamérica, Norteamérica",Latinoamérica,"Chile,Bolivia,Brasil,China,Estados Unidos de América,Francia,Italia,Reino Unido",8,Chile,1,Sí,Sí
Programa Regional de Apoyo al Emprendimiento,2014,Turismo,Persona natural,Chile,Región de Antofagasta,Región de Antofagasta,20200000,2,Mujer,Chile,Operacional,Administración y comercio,,,Hombre,,Comercial,,,,,,,,,,,Regional,,Servicio,,Personas,"Eventos y/o participación en ferias,Redes sociales",No seleccionado,Seleccionado,No seleccionado,No seleccionado,Seleccionado,No seleccionado,"Venta por internet,Oficinas comerciales propias",No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,No seleccionado,,,Vendiendo,,,,Sí,,,,,,,,No,,,,0,0,0,0,0,,0,0,0,,0,,0,1-$50.000.000,,,0,,4-10,0,0,0,,0,,,,,0,,0,Sí,No
Programa Regional de Apoyo al Emprendimiento,2014,Informática y tecnologías de la información,Persona jurídica,Chile,Región de Valparaíso,Región de Valparaíso,24995740,7,Hombre,Chile,Comercial,Tecnología,21,,Hombre,,Técnico,Tecnología,,,Hombre,,Operacional,Administración y comercio,,,,Nacional,,Servicio,,Ambos,"Eventos y/o participación en ferias,Publicidad online pagada,Redes sociales",No seleccionado,Seleccionado,No seleccionado,Seleccionado,Seleccionado,No seleccionado,Venta por internet,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Sí,El producto o servicio no es patentable,Producto funcional con usuarios,,,,Sí,,,,Sí,,,,No,,No,,,0,$800.000.001 - $1.200.000.000,,0,$1.200.000.001 - $2.500.000.000,,,0,0,0,0,,1-$50.000.000,0,,1 - $100.000.000,0,,,,1-3,4-10,1-3,4-10,,Latinoamérica,,0,Chile,1,Sí,Sí
Programa Regional de Apoyo al Emprendimiento,2014,Informática y tecnologías de la información,Persona jurídica,Chile,Región del Maule,Región del Maule,23114000,2,Hombre,Chile,,Ciencias exactas y naturales,10,,Hombre,,,Ciencias exactas y naturales,7,,,,,,,,,Nacional,,Software,Innovación incremental,Empresas/institución,Redes sociales,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,No seleccionado,Venta directa (Vendedores),Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,El producto o servicio es patentable pero no se ha ingresado la solicitud,Concepto,,No,2016,No,2016,,,No,2016,Cerró el emprendimento,El negocio no generó ingresos suficientes,No,,No,,$1 - $5.000.000,,0,$1 - $5.000.000,0,$1 - $5.000.000,,,0,0,0,0,,0,1-$50.000.000,,0,0,,,,,,,,,,,0,,0,No,No
Programa Regional de Apoyo al Emprendimiento,2014,Agropecuaria,Persona natural,Chile,Región del Maule,Región del Maule,19653334,3,Mujer,Chile,,Arte y arquitectura,,,Mujer,,,Arte y arquitectura,,,Hombre,,,Arte y arquitectura,,,,Latinoamérica,,Servicio,,Ambos,Eventos y/o participación en ferias,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,"Venta directa (Vendedores),Distribuidores",Seleccionado,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Sí,El producto o servicio es patentable pero no se ha ingresado la solicitud,Concepto,,,,,,,,No,2017,El emprendimiento se encuentra en stand-by por ahora,,,,No,,,,,,,$5.000.001 - $20.000.000,,,,0,,0,,,0,,,0,,,,,,,,,,,0,,0,Sin información,No
Programa Regional de Apoyo al Emprendimiento,2014,Salud y farmacéutica,Persona jurídica,Chile,Región del Maule,Región del Maule,15312794,3,Hombre,Chile,,,,,Hombre,,Operacional,Salud,,,Hombre,,Técnico,Tecnología,,,,Latinoamérica,,Software,Innovación incremental,Empresas/institución,"Eventos y/o participación en ferias,Publicidad online pagada",No seleccionado,Seleccionado,No seleccionado,Seleccionado,No seleccionado,No seleccionado,Venta directa (Vendedores),Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,,Producto funcional con usuarios,,Sí,,,,,,Sí,,,,,,No,,$50.000.001 - $100.000.000,$50.000.001 - $100.000.000,$100.000.001 - $150.000.000,$150.000.001 - $300.000.000,,,$20.000.001 - $50.000.000,$20.000.001 - $50.000.000,,0,,0,0,,1-$50.000.000,0,,0,,11-20,,,4-10,,1-3,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Programa Regional de Apoyo al Emprendimiento,2014,Manufactura,Persona natural,Chile,Región del Maule,Región del Maule,20000000,3,Hombre,Chile,Comercial,Arte y arquitectura,,0,Hombre,,Técnico,Ciencias exactas y naturales,,,Mujer,,Operacional,Agropecuaria,,,,Global,,Producto físico,Innovación incremental,Personas,Eventos y/o participación en ferias,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Distribuidores,No seleccionado,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,El producto o servicio tiene patente en trámite,Concepto,,Sí,,Sí,,,,Sí,,,,No,,No,,$1 - $5.000.000,0,0,$1 - $5.000.000,0,0,$1 - $5.000.000,$1 - $5.000.000,0,0,0,0,0,0,0,0,0,0,,1-3,,0,0,0,0,,,,0,,0,Sí,Sí
Programa Regional de Apoyo al Emprendimiento,2014,"Frutícola, vitivinícola y hortofrutícola",Persona natural,Chile,Región del Maule,Región del Maule,15999000,3,Hombre,Chile,,Ciencias exactas y naturales,,,Hombre,,,Tecnología,,,Hombre,,,Arte y arquitectura,,,,Regional,,Producto físico,,Ambos,,,,,,,,Venta directa (Vendedores),Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,,Concepto,,Sí,,,,,,Sí,,,,,,No,,$5.000.001 - $20.000.000,,$5.000.001 - $20.000.000,$5.000.001 - $20.000.000,,$5.000.001 - $20.000.000,$1 - $5.000.000,$1 - $5.000.000,,0,,0,1-$50.000.000,,0,0,,0,,1-3,,,1-3,,1-3,,Latinoamérica,,0,Chile,1,Sin información,Sí
Programa Regional de Apoyo al Emprendimiento,2014,"Transporte, construcción, infraestructura y energía",Persona natural,Chile,Región del Maule,Región del Maule,18655556,3,Mujer,Chile,Comercial,Arte y arquitectura,18,,Mujer,,Operacional,Ciencias exactas y naturales,18,,Mujer,,Técnico,Agropecuaria,12,,,Regional,,Producto físico,,Ambos,"Eventos y/o participación en ferias,Redes sociales",No seleccionado,Seleccionado,No seleccionado,No seleccionado,Seleccionado,No seleccionado,Venta directa (Vendedores),Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Sí,El producto o servicio es patentable pero no se ha ingresado la solicitud,Concepto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
